                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                  1.273,                0.89672,                0.94872,                0.46728,                0.35764,                0.36239,                0.21496,                 1.2264,                0.88187,                0.92976,               0.008317,               0.008317,               0.008317
                     37,                 1.2661,                0.89139,                0.94537,                0.46245,                0.35921,                0.36207,                 0.2157,                 1.2178,                0.87629,                0.92778,              0.0082675,              0.0082675,              0.0082675
                     38,                  1.256,                0.88311,                0.94502,                0.47417,                0.35919,                0.36713,                0.21895,                 1.2135,                0.87464,                0.92681,               0.008218,               0.008218,               0.008218
                     39,                  1.255,                0.88023,                0.94666,                0.47764,                0.36341,                0.36805,                0.21839,                 1.2147,                0.87534,                0.92751,              0.0081685,              0.0081685,              0.0081685
                     40,                 1.2487,                0.87762,                0.94359,                0.48813,                 0.3563,                0.36577,                0.21793,                 1.2158,                0.87411,                0.92741,               0.008119,               0.008119,               0.008119
                     41,                 1.2561,                0.87794,                0.94536,                0.47991,                0.36542,                 0.3747,                0.22393,                 1.2056,                0.86045,                0.92432,              0.0080695,              0.0080695,              0.0080695
                     42,                 1.2468,                 0.8673,                0.94241,                0.47897,                0.36606,                0.37102,                0.22174,                 1.2044,                0.86366,                0.92225,                0.00802,                0.00802,                0.00802
                     43,                 1.2462,                0.86707,                0.94237,                0.48982,                0.36687,                0.37825,                0.22636,                 1.2022,                0.85791,                0.92435,              0.0079705,              0.0079705,              0.0079705
                     44,                 1.2583,                0.87597,                0.93991,                0.49351,                0.36795,                 0.3785,                0.22684,                 1.2272,                0.87467,                0.92217,               0.007921,               0.007921,               0.007921
                     45,                  1.273,                0.87706,                0.94061,                0.49972,                0.37177,                0.38378,                0.23012,                 1.2258,                0.87851,                0.91872,              0.0078715,              0.0078715,              0.0078715
                     46,                 1.2698,                0.87712,                0.93615,                0.49458,                0.37261,                0.38475,                0.23167,                  1.233,                0.87903,                0.91795,               0.007822,               0.007822,               0.007822
                     47,                 1.2732,                 0.8834,                0.93586,                 0.4948,                0.36781,                0.38396,                0.23132,                 1.2302,                0.88256,                0.91708,              0.0077725,              0.0077725,              0.0077725
                     48,                  1.264,                0.88288,                0.93473,                0.49073,                0.36835,                0.38305,                0.22986,                 1.2299,                0.88523,                 0.9143,               0.007723,               0.007723,               0.007723
                     49,                  1.257,                 0.8764,                0.92914,                0.50803,                 0.3694,                0.38531,                0.23076,                 1.2282,                0.88392,                0.91563,              0.0076735,              0.0076735,              0.0076735
                     50,                 1.2581,                0.87341,                0.92803,                0.49544,                0.37628,                0.38926,                0.23482,                 1.2185,                0.87544,                0.91169,               0.007624,               0.007624,               0.007624
                     51,                  1.254,                0.86982,                0.92548,                0.49219,                 0.3837,                0.39219,                0.23635,                 1.2164,                0.87037,                0.91121,              0.0075745,              0.0075745,              0.0075745
                     52,                 1.2489,                0.86357,                0.92484,                 0.5006,                0.37949,                0.39341,                0.23559,                 1.2218,                0.87028,                0.91181,               0.007525,               0.007525,               0.007525
                     53,                 1.2531,                0.86697,                0.92528,                 0.4916,                0.37999,                0.38947,                 0.2347,                 1.2134,                0.87111,                0.91045,              0.0074755,              0.0074755,              0.0074755
                     54,                 1.2465,                0.85283,                0.92313,                0.50062,                0.38439,                0.39305,                0.23624,                 1.2105,                0.86746,                0.91029,               0.007426,               0.007426,               0.007426
                     55,                  1.239,                  0.857,                0.92265,                0.51618,                0.38201,                0.39692,                0.23872,                 1.2087,                0.86437,                0.90953,              0.0073765,              0.0073765,              0.0073765
                     56,                 1.2336,                0.84795,                0.92252,                 0.4993,                0.38524,                0.39417,                0.23739,                 1.2044,                0.85973,                0.90829,               0.007327,               0.007327,               0.007327
                     57,                 1.2371,                0.84716,                0.92216,                0.50713,                0.38283,                0.39729,                0.23986,                 1.2075,                0.85842,                0.91037,              0.0072775,              0.0072775,              0.0072775
                     58,                 1.2313,                0.84605,                0.92159,                0.50613,                0.38534,                0.39724,                 0.2398,                 1.2053,                  0.855,                0.90888,               0.007228,               0.007228,               0.007228
                     59,                 1.2353,                0.84183,                  0.919,                0.50486,                0.38743,                0.39926,                0.24126,                 1.2006,                0.85508,                0.90775,              0.0071785,              0.0071785,              0.0071785
                     60,                 1.2316,                0.84108,                0.92051,                0.50581,                0.38813,                0.39908,                0.24148,                  1.202,                0.85228,                0.90758,               0.007129,               0.007129,               0.007129
                     61,                 1.2229,                0.83566,                0.91971,                0.50389,                0.39078,                0.40104,                0.24278,                 1.1993,                0.84942,                0.90591,              0.0070795,              0.0070795,              0.0070795
